DATA;REDE;DESCRIÇÃO LOCAL;DESCRIÇÃO ITEM;TOTAL DE VENDAS;Outubro_2024;Novembro_2024;BlackFriday_2024;Dezembro_2024;Natal_2024;Outubro_2025;Novembro_2025;BlackFriday_2025;Dezembro_2025;Natal_2025;DESCRIÇÃO LOCAL;PROMOTOR RESPONSAVEL;MPDV DO LOCAL
20/11/2024;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 100;SEM ATENDIMENTO;N/A
03/12/2024;FAST SHOP;LOJA 1646;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 101;SEM ATENDIMENTO;N/A
12/12/2024;FAST SHOP;LOJA 1680;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 102;MIRELA SOUZA;N/A
16/12/2025;FAST SHOP;LOJA 1686;ECHO DOT MAX™ (1ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 103;SEM ATENDIMENTO;N/A
10/12/2024;FAST SHOP;LOJA 1690;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;LOJA 104;SEM ATENDIMENTO;N/A
28/11/2024;FAST SHOP;LOJA 1704;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;LOJA 105;CARLOS OLIVEIRA;N/A
10/12/2025;FAST SHOP;LOJA 1710;KINDLE COLORSOFT™ (1ª GERAÇÃO) 16GB;1;;;;;;;;;;;LOJA 106;CARLOS OLIVEIRA;DOT 5ª GER. E SHOW 5 3ª GER.
29/11/2024;FAST SHOP;LOJA 1715;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 107;SEM ATENDIMENTO;N/A
19/11/2025;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 108;SEM ATENDIMENTO;DOT 5ª GER. E SHOW 5 3ª GER.
27/11/2025;VIVO;LOJA 901;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 109;SEM ATENDIMENTO;N/A
09/12/2024;FAST SHOP;LOJA 1606;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 110;DIEGO PIGNONE;N/A
14/11/2024;FAST SHOP;LOJA 1629;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;LOJA 111;SIDNEI CALDEIRA;DOT 5ª GER., SHOW 5 3ª GER E DOT MAX
22/11/2025;FAST SHOP;LOJA 1656;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 112;SEM ATENDIMENTO;N/A
16/12/2024;FAST SHOP;LOJA 1658;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;LOJA 113;SEM ATENDIMENTO;N/A
23/11/2024;FAST SHOP;LOJA 1662;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 114;MABILLI NAZARIO;N/A
30/11/2024;FAST SHOP;LOJA 1684;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 115;KEVIN BRANDÃO;N/A
05/12/2024;FAST SHOP;LOJA 1684;ECHO SPOT™ - PRETO;1;;;;;;;;;;;LOJA 116;SEM ATENDIMENTO;N/A
19/10/2024;FAST SHOP;LOJA 1686;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;LOJA 117;SEM ATENDIMENTO;N/A
27/11/2024;FAST SHOP;LOJA 1698;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 118;FRANCIELE SANTOS;DOT 5ª GER. E SHOW 5 3ª GER.
13/11/2024;FAST SHOP;LOJA 1706;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 119;SEM ATENDIMENTO;N/A
16/12/2024;FAST SHOP;LOJA 1727;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;LOJA 120;SEM ATENDIMENTO;N/A
30/11/2025;FAST SHOP;LOJA 1735;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;LOJA 121;SEM ATENDIMENTO;N/A
28/11/2025;CLARO;LOJA 91;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 122;SEM ATENDIMENTO;N/A
18/12/2024;FAST SHOP;LOJA 1590;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 123;SEM ATENDIMENTO;N/A
13/12/2024;FAST SHOP;LOJA 1600;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;2;;;;;;;;;;;LOJA 124;CARLOS OLIVEIRA;N/A
18/12/2024;FAST SHOP;LOJA 1612;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 125;SEM ATENDIMENTO;N/A
20/12/2024;FAST SHOP;LOJA 1739;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;LOJA 126;SEM ATENDIMENTO;N/A
22/11/2025;FAST SHOP;LOJA 1620;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;3;;;;;;;;;;;LOJA 127;PETER SILVA;DOT 5ª GER. E SHOW 5 3ª GER.
07/11/2025;FAST SHOP;LOJA 1621;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;3;;;;;;;;;;;LOJA 128;SEM ATENDIMENTO;N/A
12/11/2024;FAST SHOP;LOJA 1627;FIRETV STICK HD™;1;;;;;;;;;;;LOJA 129;PAOLA MENDES;N/A
21/11/2025;FAST SHOP;LOJA 1629;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;LOJA 130;SEM ATENDIMENTO;N/A
27/11/2024;FAST SHOP;LOJA 1630;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;LOJA 131;SEM ATENDIMENTO;N/A
08/10/2024;FAST SHOP;LOJA 1638;ECHO SPOT™ - PRETO;2;;;;;;;;;;;LOJA 132;SEM ATENDIMENTO;N/A
12/12/2024;FAST SHOP;LOJA 1638;ECHO SPOT™ - PRETO;0;;;;;;;;;;;LOJA 133;FRANCILENE SOUZA;N/A
29/11/2024;FAST SHOP;LOJA 1644;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;LOJA 134;FRANCILENE SOUZA;N/A
23/12/2024;FAST SHOP;LOJA 1650;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 135;SEM ATENDIMENTO;N/A
22/11/2024;FAST SHOP;LOJA 1652;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 136;SEM ATENDIMENTO;N/A
01/12/2025;FAST SHOP;LOJA 1664;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;3;;;;;;;;;;;LOJA 137;SEM ATENDIMENTO;N/A
26/11/2024;FAST SHOP;LOJA 1666;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 138;SEM ATENDIMENTO;N/A
29/11/2024;FAST SHOP;LOJA 1686;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 139;SEM ATENDIMENTO;N/A
16/12/2024;FAST SHOP;LOJA 1704;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 140;NAIARA COSTA;N/A
02/12/2024;FAST SHOP;LOJA 1706;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;LOJA 141;MIRELA SOUZA;N/A
22/11/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 142;GISELI SANTOS;N/A
30/11/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;LOJA 143;SEM ATENDIMENTO;DOT MAX
19/12/2024;FAST SHOP;LOJA 1727;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 144;NAIARA COSTA;N/A
18/12/2024;FAST SHOP;LOJA 1729;ECHO DOT™ (5ª GERAÇÃO) - AZUL;3;;;;;;;;;;;LOJA 145;KEVIN BRANDÃO;DOT 5ª GER., SHOW 5 3ª GER E DOT MAX
29/11/2024;FAST SHOP;LOJA 1729;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 146;SEM ATENDIMENTO;N/A
28/11/2025;CLARO;LOJA 152;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;LOJA 147;SEM ATENDIMENTO;N/A
28/11/2024;FAST SHOP;LOJA 1586;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;LOJA 148;KEVIN BRANDÃO;N/A
23/12/2024;FAST SHOP;LOJA 1586;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;LOJA 149;SEM ATENDIMENTO;DOT MAX
19/12/2024;FAST SHOP;LOJA 1590;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 150;SEM ATENDIMENTO;N/A
21/12/2024;FAST SHOP;LOJA 1590;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 151;SEM ATENDIMENTO;N/A
19/12/2024;FAST SHOP;LOJA 1592;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 152;DANIEL SILVA;DOT 5ª GER., SHOW 5 3ª GER E DOT MAX
05/11/2024;FAST SHOP;LOJA 1598;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;LOJA 153;SEM ATENDIMENTO;N/A
29/11/2024;FAST SHOP;LOJA 1600;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;LOJA 154;FRANCILENE SOUZA;DOT 5ª GER. E SHOW 5 3ª GER.
29/11/2024;FAST SHOP;LOJA 1604;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 155;FRANCIELE SANTOS;DOT 5ª GER. E SHOW 5 3ª GER.
27/11/2024;FAST SHOP;LOJA 1610;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;LOJA 156;SEM ATENDIMENTO;N/A
23/11/2024;FAST SHOP;LOJA 1612;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 157;ANTONIO ALENCAR;DOT 5ª GER., SHOW 5 3ª GER E DOT MAX
11/12/2024;FAST SHOP;LOJA 1612;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 158;SEM ATENDIMENTO;DOT MAX
29/11/2024;FAST SHOP;LOJA 1618;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 159;PAOLA SOUZA;DOT 5ª GER., SHOW 5 3ª GER E DOT MAX
17/12/2024;FAST SHOP;LOJA 1618;ECHO SPOT™ - PRETO;2;;;;;;;;;;;LOJA 160;DEIVIDE OLIVEIRA;N/A
15/10/2024;FAST SHOP;LOJA 1739;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 161;DEIVIDE OLIVEIRA;N/A
09/11/2024;FAST SHOP;LOJA 1739;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 162;SEM ATENDIMENTO;N/A
11/11/2024;FAST SHOP;LOJA 1625;ECHO SPOT™ - PRETO;2;;;;;;;;;;;LOJA 163;SEM ATENDIMENTO;N/A
29/11/2024;FAST SHOP;LOJA 1627;ECHO SPOT™ - PRETO;1;;;;;;;;;;;LOJA 164;GISELI SANTOS;DOT MAX
28/11/2025;FAST SHOP;LOJA 1627;ECHO DOT MAX™ (1ª GERAÇÃO) - PRETO;0;;;;;;;;;;;LOJA 165;SEM ATENDIMENTO;N/A
29/11/2024;FAST SHOP;LOJA 1634;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 166;SEM ATENDIMENTO;N/A
23/12/2024;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;LOJA 167;PETER SILVA;N/A
14/11/2024;FAST SHOP;LOJA 1646;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 168;PETER SILVA;N/A
01/12/2024;FAST SHOP;LOJA 1654;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 169;SEM ATENDIMENTO;N/A
21/11/2025;FAST SHOP;LOJA 1656;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;2;;;;;;;;;;;LOJA 170;DANIEL SILVA;N/A
23/12/2024;FAST SHOP;LOJA 1656;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 171;SEM ATENDIMENTO;N/A
29/11/2024;FAST SHOP;LOJA 1656;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;LOJA 172;SEM ATENDIMENTO;N/A
17/12/2024;FAST SHOP;LOJA 1662;ECHO DOT™ (5ª GERAÇÃO) - AZUL;3;;;;;;;;;;;LOJA 173;LEILA MARTINS;N/A
27/11/2024;FAST SHOP;LOJA 1690;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 174;FRANCILENE SOUZA;N/A
11/11/2024;FAST SHOP;LOJA 1690;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;LOJA 175;SEM ATENDIMENTO;N/A
29/11/2024;FAST SHOP;LOJA 1694;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 176;SEM ATENDIMENTO;N/A
03/12/2024;FAST SHOP;LOJA 1694;ECHO SPOT™ - PRETO;2;;;;;;;;;;;LOJA 177;SEM ATENDIMENTO;N/A
29/11/2024;FAST SHOP;LOJA 1694;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 178;MABILLI NAZARIO;DOT 5ª GER., SHOW 5 3ª GER E DOT MAX
24/11/2024;FAST SHOP;LOJA 1696;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 179;SEM ATENDIMENTO;N/A
30/11/2024;FAST SHOP;LOJA 1696;ECHO SPOT™ - PRETO;1;;;;;;;;;;;LOJA 180;SEM ATENDIMENTO;N/A
29/11/2024;FAST SHOP;LOJA 1696;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;LOJA 181;SEM ATENDIMENTO;N/A
29/11/2024;FAST SHOP;LOJA 1700;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 182;SEM ATENDIMENTO;N/A
21/11/2025;FAST SHOP;LOJA 1702;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 183;ANNE MARQUES;DOT MAX
21/11/2025;FAST SHOP;LOJA 1704;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;2;;;;;;;;;;;LOJA 184;SEM ATENDIMENTO;N/A
31/10/2024;FAST SHOP;LOJA 1706;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 185;SEM ATENDIMENTO;N/A
18/12/2024;FAST SHOP;LOJA 1706;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 186;SEM ATENDIMENTO;N/A
29/11/2024;FAST SHOP;LOJA 1714;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 187;SEM ATENDIMENTO;N/A
27/11/2025;FAST SHOP;LOJA 1729;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 188;DIEGO PIGNONE;N/A
02/10/2024;FAST SHOP;LOJA 1757;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;3;;;;;;;;;;;LOJA 189;SEM ATENDIMENTO;N/A
23/12/2025;VIVO;LOJA 1109;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;LOJA 190;DIEGO PIGNONE;N/A
30/11/2025;VIVO;LOJA 779;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;LOJA 191;PAOLA MENDES;N/A
30/11/2025;VIVO;LOJA 780;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;LOJA 192;IVELYN CARNEIRO;N/A
30/11/2025;VIVO;LOJA 858;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;LOJA 193;NAIARA COSTA;N/A
28/11/2025;VIVO;LOJA 882;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 194;MABILLI NAZARIO;N/A
30/11/2025;VIVO;LOJA 902;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;LOJA 195;DIEGO PIGNONE;N/A
28/11/2024;FAST SHOP;LOJA 1586;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 196;LEILA MARTINS;N/A
22/12/2025;FAST SHOP;LOJA 1588;ECHO SHOW 8 (4ª GERAÇÃO) - GRAFITE;2;;;;;;;;;;;LOJA 197;SEM ATENDIMENTO;DOT 5ª GER. E SHOW 5 3ª GER.
01/12/2024;FAST SHOP;LOJA 1590;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 198;SEM ATENDIMENTO;N/A
29/11/2024;FAST SHOP;LOJA 1590;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;LOJA 199;IVELYN CARNEIRO;N/A
21/11/2025;FAST SHOP;LOJA 1594;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;3;;;;;;;;;;;LOJA 200;SEM ATENDIMENTO;N/A
28/11/2025;FAST SHOP;LOJA 1594;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;LOJA 201;ANTONIO ALENCAR;N/A
29/11/2025;FAST SHOP;LOJA 1594;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;LOJA 202;SEM ATENDIMENTO;N/A
29/11/2025;FAST SHOP;LOJA 1594;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;2;;;;;;;;;;;LOJA 203;SEM ATENDIMENTO;DOT 5ª GER. E SHOW 5 3ª GER.
02/12/2025;FAST SHOP;LOJA 1596;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;LOJA 204;PAOLA SOUZA;DOT MAX
22/11/2025;FAST SHOP;LOJA 1598;FIRETV STICK HD™;1;;;;;;;;;;;LOJA 205;SEM ATENDIMENTO;N/A
29/11/2024;FAST SHOP;LOJA 1600;ECHO SPOT™ - PRETO;1;;;;;;;;;;;LOJA 206;PAULO JUNIOR;DOT MAX
23/12/2024;FAST SHOP;LOJA 1612;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 207;SEM ATENDIMENTO;DOT 5ª GER. E SHOW 5 3ª GER.
21/11/2025;FAST SHOP;LOJA 1614;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 208;SEM ATENDIMENTO;DOT 5ª GER. E SHOW 5 3ª GER.
12/12/2024;FAST SHOP;LOJA 1739;ECHO SPOT™ - BRANCO;3;;;;;;;;;;;LOJA 209;SEM ATENDIMENTO;N/A
30/11/2024;FAST SHOP;LOJA 1623;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 210;SEM ATENDIMENTO;N/A
20/11/2024;FAST SHOP;LOJA 1625;ECHO SPOT™ - PRETO;2;;;;;;;;;;;LOJA 211;FRANCIELE SANTOS;DOT 5ª GER., SHOW 5 3ª GER E DOT MAX
28/11/2025;FAST SHOP;LOJA 1627;FIRETV STICK HD™;2;;;;;;;;;;;LOJA 212;KEVIN BRANDÃO;N/A
23/11/2024;FAST SHOP;LOJA 1627;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 213;CARLOS OLIVEIRA;N/A
27/11/2025;FAST SHOP;LOJA 1627;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;LOJA 214;FRANCILENE SOUZA;N/A
29/11/2025;FAST SHOP;LOJA 1627;ECHO DOT MAX™ (1ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 215;SEM ATENDIMENTO;N/A
29/11/2025;FAST SHOP;LOJA 1629;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 216;SIDNEI CALDEIRA;DOT MAX
13/12/2024;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;LOJA 217;SEM ATENDIMENTO;N/A
28/10/2024;FAST SHOP;LOJA 1638;ECHO SPOT™ - PRETO;0;;;;;;;;;;;LOJA 218;SEM ATENDIMENTO;N/A
21/11/2025;FAST SHOP;LOJA 1646;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;3;;;;;;;;;;;LOJA 219;MIRELA SOUZA;DOT 5ª GER. E SHOW 5 3ª GER.
23/12/2024;FAST SHOP;LOJA 1650;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;0;;;;;;;;;;;LOJA 220;SEM ATENDIMENTO;N/A
21/12/2024;FAST SHOP;LOJA 1652;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;LOJA 221;FRANCIELE SANTOS;DOT MAX
04/12/2024;FAST SHOP;LOJA 1664;ECHO SPOT™ - PRETO;0;;;;;;;;;;;LOJA 222;SEM ATENDIMENTO;N/A
30/11/2024;FAST SHOP;LOJA 1666;ECHO SPOT™ - PRETO;3;;;;;;;;;;;LOJA 223;SEM ATENDIMENTO;N/A
18/11/2024;FAST SHOP;LOJA 1668;ECHO SPOT™ - BRANCO;1;;;;;;;;;;;LOJA 224;LUIZ ANDRADE;DOT MAX
29/11/2024;FAST SHOP;LOJA 1674;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 225;SEM ATENDIMENTO;DOT 5ª GER., SHOW 5 3ª GER E DOT MAX
05/11/2025;FAST SHOP;LOJA 1676;ECHO SPOT™ - PRETO;2;;;;;;;;;;;LOJA 226;ANNE MARQUES;N/A
20/11/2024;FAST SHOP;LOJA 1682;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 227;SEM ATENDIMENTO;N/A
23/12/2024;FAST SHOP;LOJA 1682;ECHO SPOT™ - PRETO;2;;;;;;;;;;;LOJA 228;SEM ATENDIMENTO;N/A
06/11/2024;FAST SHOP;LOJA 1684;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;LOJA 229;SEM ATENDIMENTO;DOT 5ª GER. E SHOW 5 3ª GER.
18/12/2024;FAST SHOP;LOJA 1686;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 230;MABILLI NAZARIO;N/A
23/12/2024;FAST SHOP;LOJA 1686;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;LOJA 231;SEM ATENDIMENTO;N/A
24/10/2024;FAST SHOP;LOJA 1688;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;LOJA 232;SEM ATENDIMENTO;N/A
01/12/2024;FAST SHOP;LOJA 1688;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 233;PAOLA SOUZA;N/A
30/11/2024;FAST SHOP;LOJA 1692;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 234;SEM ATENDIMENTO;N/A
28/11/2024;FAST SHOP;LOJA 1694;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;LOJA 235;SEM ATENDIMENTO;N/A
29/11/2024;FAST SHOP;LOJA 1696;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 236;SEM ATENDIMENTO;DOT MAX
16/12/2024;FAST SHOP;LOJA 1696;ECHO SPOT™ - BRANCO;0;;;;;;;;;;;LOJA 237;SEM ATENDIMENTO;DOT 5ª GER. E SHOW 5 3ª GER.
06/12/2024;FAST SHOP;LOJA 1700;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 238;SEM ATENDIMENTO;N/A
29/11/2024;FAST SHOP;LOJA 1700;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;LOJA 239;ANTONIO ALENCAR;N/A
29/11/2024;FAST SHOP;LOJA 1706;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;LOJA 240;SEM ATENDIMENTO;DOT MAX
25/11/2025;FAST SHOP;LOJA 1708;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;LOJA 241;SEM ATENDIMENTO;N/A
21/11/2025;FAST SHOP;LOJA 1708;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;LOJA 242;DEIVIDE OLIVEIRA;DOT 5ª GER., SHOW 5 3ª GER E DOT MAX
28/11/2024;FAST SHOP;LOJA 1710;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 243;PAOLA SOUZA;N/A
21/11/2025;FAST SHOP;LOJA 1715;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 244;SEM ATENDIMENTO;N/A
29/11/2024;FAST SHOP;LOJA 1715;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;LOJA 245;SEM ATENDIMENTO;N/A
18/12/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;LOJA 246;FRANCILENE SOUZA;DOT 5ª GER. E SHOW 5 3ª GER.
15/12/2025;FAST SHOP;LOJA 1723;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;0;;;;;;;;;;;LOJA 247;SEM ATENDIMENTO;N/A
26/11/2024;FAST SHOP;LOJA 1725;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 248;SEM ATENDIMENTO;N/A
23/12/2024;FAST SHOP;LOJA 1730;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 249;SEM ATENDIMENTO;N/A
01/12/2025;VIVO;LOJA 1447;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 250;SEM ATENDIMENTO;N/A
01/12/2025;VIVO;LOJA 293;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;LOJA 251;LUIZ ANDRADE;DOT 5ª GER., SHOW 5 3ª GER E DOT MAX
27/11/2025;VIVO;LOJA 299;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;LOJA 252;SEM ATENDIMENTO;N/A
24/11/2025;VIVO;LOJA 308;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;LOJA 253;SEM ATENDIMENTO;N/A
